Brume Wallet;https://f-droid.org/en/packages/eth.brume.wallet/index.html;Meet the only Ethereum wallet with maximum privacy and security;https://f-droid.org/repo/eth.brume.wallet_520.apk;This version requires Android 9.0 or newer.;https://github.com/brumewallet/wallet;https://github.com/brumewallet/wallet/issues;0.6.520;have full network access <-> eth.brume.wallet.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Plutus - Investment Tracker;https://f-droid.org/en/packages/com.soumikshah.investmenttracker/index.html;Plutus will help you to track all your investments in one place Were not portfolio tracker we wont show you daily ups and downs We help you keep track of money moving out of your account into different types of investmentThis app is not a budget management tool were not here to manage your day to day spending This application is here to track all the investment you make So for example you have invested money in stocks etfs bonds retirement fund high yield savings account Fixed deposits gold bar in your locker or just some money in your savings account This app will allow you to list all this investments and categorize it for you into different categoriessector of investment This application will allow you to record what type of applicationservice you used to invest your money For example you use couple of brokers to manage your stock portfolio this application will allow you to list through which websiteapp had you invested your money So when you open this app it should be easier for you to notice which app to check for particular investment  And best part is it will calculate the amount invested in each category and show you a graph showing percentage of investment done in all various categories So consider this application as your one step way to see all the money that you invest in all the places   Ofcourse you can do all this using Microsoft Excel as well But were not competing with Excel Were here to give you an alternative way to check your finances If you prefer to use excel use that But make sure your excel file is password protected and with you at all times Because this application has fingerprint authentication and is installed on your phone on all times So you just need to take out your phone and will be able to check your investments I personally dont like using excel sheet and havent seen any of my friends commit themselve to use excel sheet to manage their finances for long time Thats the reason I decided to create this application and as there is an alternative with excel I decided to make it opensource and free So if you dont like excel to manage your finances you can jump on to this application Ive also created a widget for this application So you can just glimpse over your total invested amount on the homescreen itself Yeah its not safe to show this amount on the homescreen but I developed this feature just in case any of us need any push to continue their jobbusiness Seeing that total invested amount on the home screen can motivate you to just give that little extra If you dont feel its safe to show the amount there dont use the widget But I gave that option just in case anyone wants to use it And you can even place this widget on the different homescreen So unless you swipe to it no body else will even know its thereOnce youve added your investment data you can share the data you inserted using Export data option in settings tab Youll be able to share your data as an excel fileJust to be clear this application is not a portfolio tracker There are plenty of applications that do that already Were here to track money going out of your bank account into different type of investment Consider it an easy way to check how much money youve invested over the years and wherePlutus doesnt use internet connection so you can be sure that data you insert in this application is not shared with anyone unless you share it from the settings menu Its just for you to see So you can be sure that we cant track your investment data nor can we sell anything to anyone;https://f-droid.org/repo/com.soumikshah.investmenttracker_3.apk;This version requires Android 6.0 or newer.;https://github.com/soumikshah/Plutus-InvestmentTracker;https://github.com/soumikshah/Plutus-InvestmentTracker/issues;1.2.0;read the contents of your shared storage <-> use biometric hardware <-> use fingerprint hardware <-> modify or delete the contents of your shared storage <-> 
DebtCalc;https://f-droid.org/en/packages/com.pvcodes.debtcalc/index.html;Welcome to the DebtCalcThe one of the best app for calcuting your debt at your finger tips This app doesnt require any kind of permission nor save your data locally or remotely  aaaa aaa aaaa NO ADS and NO CHARGES aaaa aaa aaaa;https://f-droid.org/repo/com.pvcodes.debtcalc_3.apk;This version requires Android 5.0 or newer.;https://gitlab.com/pvcodes/debtcalc;https://gitlab.com/pvcodes/debtcalc/issues;1.0.2;
WalletCount;https://f-droid.org/en/packages/com.lako.walletcount/index.html;WalletCount is an app that helps keep track of the cash in your walletIt features a monthly budget option to help save and prevent impulse buyingIt will help check the money in your wallet with a modern UI;https://f-droid.org/repo/com.lako.walletcount_3.apk;This version requires Android 6.0 or newer.;https://github.com/GittyMac/WalletCount;https://github.com/GittyMac/WalletCount/issues;2.0;
WeeklyBudget;https://f-droid.org/en/packages/com.cohenchris.weeklybudget/index.html;This is a budgeting app designed for people who have a set weekly budgetIf you set your weekly spending budget to 100 100 would be added to youravailable funds Every time that you make a purchase you subtract thatamount from your available funds Every Sunday another 100 would be added intoyour available fundsThe intent of this app is to help the user keep track of their funmoney or money leftover after all necessary expenses have been paid My philosophy is that once youhave paid all fixed expenses the money left over should be completely guiltfreeTo encourage this view past purchases are purposefully omitted I designed this formy purposes specifically but I hope that somebody else will find it useful;https://f-droid.org/repo/com.cohenchris.weeklybudget_6.apk;This version requires Android 9.0 or newer.;https://github.com/cohenchris/WeeklyBudget/;https://github.com/cohenchris/WeeklyBudget/issues;1.6;
LBRY F-Droid;https://f-droid.org/en/packages/io.lbry.browser/index.html;With LBRY you own your data You control the network Indeed you are the networkHollywood films college lessons amazing streamers and more on the first media network ruled by you;https://f-droid.org/repo/io.lbry.browser_17011.apk;This version requires Android 5.0 or newer.;https://github.com/lbryio/lbry-fdroid;https://github.com/lbryio/lbry-fdroid/issues;0.17.1;view network connections <-> take pictures and videos <-> run foreground service <-> have full network access <-> read the contents of your shared storage <-> prevent phone from sleeping <-> modify or delete the contents of your shared storage <-> 
Simple Accounting;https://f-droid.org/en/packages/com.emmanuelmess.simpleaccounting/index.html;A very simple way to store your balance;https://f-droid.org/repo/com.emmanuelmess.simpleaccounting_23.apk;This version requires Android 4.0 or newer.;https://github.com/EmmanuelMess/Simple-Accounting;https://github.com/EmmanuelMess/Simple-Accounting/issues;1.6.1;prevent phone from sleeping <-> 
Decred Address Scanner;https://f-droid.org/en/packages/com.decred.decredaddressscanner/index.html;This app stores Decred addresses and periodically  every 30 minutes checks specified addresses for balance changesYou can star addresses to be notified when balances changeInput of addresses can be done by scanning QR codes or pasting from the clipboardAddresses can be then be given aliases;https://f-droid.org/repo/com.decred.decredaddressscanner_10.apk;This version requires Android 4.1 or newer.;https://github.com/decred/dcraddrscanner;https://github.com/decred/dcraddrscanner/issues;1.10;take pictures and videos <-> have full network access <-> run at startup <-> 
Subz;https://f-droid.org/en/packages/com.flasskamp.subz/index.html;Keep and eye on your subscriptions and contracts Let you remind of cancelation periodsAdd subscriptions and details like costs billing interval contract durations and cancelation periodShow all subscriptions and their costsShow days until next billingSwitch subscription cost overview to daily weekly monthly and yearlyModify and delete subscriptionsSearch for specific subscriptionsSort subscriptions by name costs etcOptional reminder for reaching cancelation period of subscriptions;https://f-droid.org/repo/com.flasskamp.subz_4.apk;This version requires Android 5.0 or newer.;https://codeberg.org/epinez/Subz/;https://codeberg.org/epinez/Subz/issues;1.3;read the contents of your shared storage <-> run at startup <-> control vibration <-> prevent phone from sleeping <-> modify or delete the contents of your shared storage <-> 
BLW - Bitcoin Lightning Wallet;https://f-droid.org/en/packages/com.lightning.walletapp/index.html;This wallet contains a standalone Bitcoin and Lightning node in a single package It allows to send and receive regular Bitcoin transactions as well as Lightning payments;https://f-droid.org/repo/com.lightning.walletapp_159.apk;This version requires Android 5.0 or newer.;https://github.com/btcontract/lnwallet;https://github.com/btcontract/lnwallet/issues;0.4.8;view network connections <-> take pictures and videos <-> run foreground service <-> have full network access <-> control Near Field Communication <-> read the contents of your shared storage <-> use fingerprint hardware <-> control vibration <-> modify or delete the contents of your shared storage <-> 
PayNoWay;https://f-droid.org/en/packages/com.github.samotari.paynoway/index.html;Doublespending is no longer a theoretical possibility but a practical reality Most of the enduser applications used widely today leave their users vulnerable to being defrauded via doublespend attacks PayNoWay is a tool that you can use to test the applications that you or your business depend on to accept onchain cryptocurrency paymentsFeatures Send payment transactions with the same UX flow as other wallet applications Easily broadcast doublespend transaction after a payment is sent to return the funds to the internal wallet address Fetch current network fee rate or set a custom value Optionally set automatic broadcasting of doublespend transactions Control what happens to the payment transaction output  Drop it or Replace with dust By default doublespend transactions are broadcast to several web services simultaneously to improve chances of confirmation Bitcoin mainnet and testnet networks Several address types  Legacy p2pkh SegWit backwards compatible SegWit bech32 Transaction history view where you can rebroadcast any past transaction copy to clipboard any transaction as raw hexadecimal or update any locally stored transaction by fetching it from the configured web service Statistics dashboard Payments vs Doublespends which shows total number of transactions as well as their total values Optionally reset the dashboard at any timeDisclaimers This app is intended to be used for testing and educational purposes Please do not use this app to doublespend against merchants without their explicit consent A successful doublespend is not guaranteed  use at your own risk You are responsible for creating a backup of your private keys Without a backup if you delete the app or lose your device your funds will be permanently lostPermissions Camera flashlight  To scan QR codes that contain an onchain addresses payment requests and optionally a private key WIF during configuration Access network state  For detecting if the device is offline This helps provide feedback to you the user in case of temporary loss of network connectivity Internet  To query web service APIs to broadcast transactions fetch minimum relay fee rate fetch transaction history and unspent transaction outputs;https://f-droid.org/repo/com.github.samotari.paynoway_20100.apk;This version requires Android 5.1 or newer.;https://github.com/samotari/paynoway;https://github.com/samotari/paynoway/issues;2.1.0;view network connections <-> take pictures and videos <-> android.permission.FLASHLIGHT <-> have full network access <-> 
Dogecoin Wallet;https://f-droid.org/en/packages/de.langerhans.wallet/index.html;Dogecoin is a digital currency similar to Bitcoin The app itself is based on deschildbachwallet;https://f-droid.org/repo/de.langerhans.wallet_400.apk;This version requires Android 6.0 or newer.;https://github.com/langerhans/dogecoin-wallet-new;https://github.com/langerhans/dogecoin-wallet-new/issues;4.0.0;view network connections <-> pair with Bluetooth devices <-> take pictures and videos <-> run foreground service <-> have full network access <-> control Near Field Communication <-> run at startup <-> control vibration <-> prevent phone from sleeping <-> 
Price Per Unit;https://f-droid.org/en/packages/net.nitratine.priceperunit/index.html;Compare unlimited items to find the best price Save money in a smart waySimply give a name optional enter in the cost amount and size of each item and the unit per dollar will be calculated This then sorts those based off best value for you to easily find the best price Three numbers is all that is required to get an accurate answerThis app is ideal to find the best price in supermarkets but will work just in well at other stores that sell the same type of items for different prices or you can even compare prices from different storesFeatures include No permissions No Ads 4 unit types Weight Volume Length and Pieces Easily change the currency symbol Summary of calculated unit Can view all items converted to one single unit Remember data after the app is closed Change rounding dpThis app has no ads requires no permissions and collects no data;https://f-droid.org/repo/net.nitratine.priceperunit_18.apk;This version requires Android 4.4 or newer.;https://github.com/brentvollebregt/price-per-unit;https://github.com/brentvollebregt/price-per-unit/issues;1.6.1;
Shop With Mom;https://f-droid.org/en/packages/org.jdfossapps.android.shopwithmom/index.html;An android application that helps you keep track of your shopping list that has a compare the price per unit of diffent items and shows you the best one to getAJust like shopping with mom;https://f-droid.org/repo/org.jdfossapps.android.shopwithmom_5.apk;This version requires Android 4.0 or newer.;https://github.com/jdfossapps/shop-with-mom;https://github.com/jdfossapps/shop-with-mom/issues;0.0.5;
Crescent Cash;https://f-droid.org/en/packages/app.crescentcash.src/index.html;Send coins to a Cash Account httpscashaccountinfo or Bitcoin Cash address with Crescent CashSimple Secure TrustlessCrescent combines the simplicity of traditional centralized money appswith the security of trustless Bitcoin walletsCrescent Cash is a noncustodial wallet that allows for you to send BitcoinCash to other Cash Account users with their username or to normal BitcoinCash addresses;https://f-droid.org/repo/app.crescentcash.src_120.apk;This version requires Android 6.0 or newer.;https://gitlab.com/pokkst/crescentcash;https://gitlab.com/pokkst/crescentcash/issues;1.13.9;view network connections <-> take pictures and videos <-> have full network access <-> read your contacts <-> read the contents of your shared storage <-> control vibration <-> modify or delete the contents of your shared storage <-> 
Loyalty Card Keychain;https://f-droid.org/en/packages/protect.card_locker/index.html;NOTE This app has been retired and wont receive future updates However it has a direct successor you are encouraged to switch to Catima The switchover is easy and probably wont take you more than five minutes simply export your data from Loyalty Card Keychain and import it into CatimaManages barcodebased storeloyalty cards on your phone removing the need to carry them aroundLoyalty Card Keychain is a application which will store your barcodebased loyalty cards on your phone The application is open source and tries to do one thing well manage your cardsNew cards can be added in a snap Either use your camera to capture the barcode or type in the number When the barcode is loaded at the store and displayed it can be scanned with a modern barcode scanner Some stores use older barcode scanners such as flatbed scanners instead of image scanners These cannot read the smartphones display Instead request the clerk to type in the number manually;https://f-droid.org/repo/protect.card_locker_39.apk;This version requires Android 4.1 or newer.;https://github.com/brarcher/loyalty-card-locker;https://github.com/brarcher/loyalty-card-locker/issues;0.28;take pictures and videos <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
cone;https://f-droid.org/en/packages/info.tangential.cone/index.html;Whereas ledgercli is the original ledger app and hledger beancountand transity are a few of the number of ledgerlikes cone brings thedata entry aspect to your mobile phone We hope to add features to showbalances etc;https://f-droid.org/repo/info.tangential.cone_28.apk;This version requires Android 4.4 or newer.;https://github.com/bradyt/cone;https://github.com/bradyt/cone/issues;0.2.20;
Tricky Tripper;https://f-droid.org/en/packages/de.koelle.christian.trickytripper/index.html;Especially for managing shared expensesTricky Tripper is an offlinecompatible utility for managing travelexpenses It is especially intended for holidays with shared expenses eg yougo on a trip with your friends and from time to time one companion pays for alltravelers In such a situation Tricky Tripper splits the costs among thecompanions as you want it The application calculates all debts among thetravelers and offers means to get even during or after the tripFeatures Even or individual splitting of costs among travelers Debt protocol Function to settle debts Its offlinecompatible Report export Dropbox Evernote Mail SDCard;https://f-droid.org/repo/de.koelle.christian.trickytripper_25.apk;This version requires Android 4.0 or newer.;https://github.com/koelleChristian/trickytripper;https://github.com/koelleChristian/trickytripper/issues;1.6.2;view network connections <-> have full network access <-> read your contacts <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
SplitBills;https://f-droid.org/en/packages/org.weilbach.splitbills/index.html;NOTE App is no longer maintainedUse SplitBills to split bills with your friends or other people You cancreate groups with people add bills to the group and view yourbalances SplitBills works without any server or registration and isfree software Your expenses belong to youIf you have any problems with the app please contact me or open a issuehere rather than leave a onestar reviewhttpsgitlabcomflexwsplitbillsissuesFeatures Split bills with other people Sync your expenses with other people View balances No registration needed Dezentral;https://f-droid.org/repo/org.weilbach.splitbills_22.apk;This version requires Android 4.4 or newer.;https://gitlab.com/flexw/splitbills;https://gitlab.com/flexw/splitbills/issues;0.3.10;
Split It Easy;https://f-droid.org/en/packages/com.nishantboro.splititeasy/index.html;Going on a road trip Worried about all the maths you gotta do to find out who owes whom and how much after the trip Well worry not Add all your expenses to this app and let it do the calculations for you;https://f-droid.org/repo/com.nishantboro.splititeasy_1.apk;This version requires Android 4.0.3 or newer.;https://github.com/nishant-boro/split-it-easy-android;https://github.com/nishant-boro/split-it-easy-android/issues;1.0;
ABCore;https://f-droid.org/en/packages/com.greenaddress.abcore/index.html;ABCore is a wrapper for Bitcoin Core for AndroidBitcoin Core formerly BitcoinQt is the bitcoin daemon software based onthe original reference code by Satoshi Nakamoto It is programmed to decidewhich block chain contains valid transactions The users of Bitcoin Coreonly accept transactions for that block chain making it the Bitcoin blockchain that everyone else wants to useIt is these users who keep Bitcoin decentralized They individually runtheir own Bitcoin Core full nodes and each of those full nodes separatelyfollows the exact same rules to decide which block chain is validTheres no voting or other corruptible process involved theres justindividual software following identical rulesamathato evaluate identicalblocks and coming to identical conclusions about which block chain isvalid;https://f-droid.org/repo/com.greenaddress.abcore_77.apk;This version requires Android 5.0 or newer.;https://github.com/greenaddress/abcore;https://github.com/greenaddress/abcore/issues;0.77;view network connections <-> view Wi-Fi connections <-> run foreground service <-> have full network access <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
SafePrice;https://f-droid.org/en/packages/org.safecoin.safeprice/index.html;Checking the SafeCoin price has never been so easy You just have a look at the notification bar and click Update to fetch the last data;https://f-droid.org/repo/org.safecoin.safeprice_1.apk;This version requires Android 4.0 or newer.;https://github.com/fair-exchange/safeprice;https://github.com/fair-exchange/safeprice/issues;1.0;run foreground service <-> have full network access <-> run at startup <-> 
Budget Watch;https://f-droid.org/en/packages/protect.budgetwatch/index.html;NOTE The developer is currently on hiatus from the project Questions and pull requests may not be looked at for some timeBudget Watch helps manage personal budgets After adding your budgets simplyrecord your daytoday transactions You can then view how close your spendingis to your budget;https://f-droid.org/repo/protect.budgetwatch_29.apk;This version requires Android 4.0 or newer.;https://github.com/brarcher/budget-watch;https://github.com/brarcher/budget-watch/issues;0.21.5;take pictures and videos <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
UBIC Wallet;https://f-droid.org/en/packages/network.ubic.ubic/index.html;This is a UBIC wallet for Android smartphones It is still in an earlystage but does provide all the basic functionalities a wallet requires Youcan receive your unconditional basic income by scanning your EPassport viaNFC Your Identity is NOT revealed that way the Nontransferable proof ofSignature Knowledge avoids anonymously the creation of sybil accounts Youcan send transactions receive them and register a passport in order to getyou UBIC cryptoUBIPassports of the following countries are compatible with UBIC SwitzerlandGermany Austria passports after October 2014 United Kingdom Irelandpassports after May 2016 USA Australia China Sweden France CanadaJapan passports after May 2016 Thailand New Zealand United ArabEmirates Finland Luxemburg Singapore Hungary Czech Republic MalaysiaUkraine;https://f-droid.org/repo/network.ubic.ubic_7.apk;This version requires Android 5.0 or newer.;https://github.com/rgex/UBIC-android-wallet;https://github.com/rgex/UBIC-android-wallet/issues;7;view network connections <-> view Wi-Fi connections <-> take pictures and videos <-> have full network access <-> control Near Field Communication <-> 
CryptoTerminal;https://f-droid.org/en/packages/com.github.samotari.cryptoterminal/index.html;CryptoTerminal is an opensource payment terminal app with which businessescan accept inperson cryptocurrency payments The app currently supportsthe following payment options Bitcoin Litecoin Monero and LightningNetwork BitcoinBusinessFocusedInperson payments are often neglected by app designers in thecryptocurrency space Thats why we have decided to focus on businesses bydeveloping a payment solution that just works and doesnt bother you oryour customers with implementation details Future releases of this appwill include full payment history exports with business accounting in mindNFC payments offline payment schemes and moreResolves Common IssuesThe app will do its best to smooth over and resolve many of the commongotchas associated with cryptocurrency payments so that you can focus yourattention on running your business Future releases of this app willinclude catching lowfee transactions at the time of paymentrebroadcasting transactions that were dropped from the memory pool andmoreSecurity and PrivacyYou are in complete control of your funds It is impossible for your fundsto be compromised by the app because it does not have access to yourprivate keys We follow industry best practices to maintain our userssecurity and privacy as well as provide explicit guidance wherever itmakes sense to do so;https://f-droid.org/repo/com.github.samotari.cryptoterminal_10500.apk;This version requires Android 4.4 or newer.;https://github.com/samotari/crypto-terminal;https://github.com/samotari/crypto-terminal/issues;1.5.0;take pictures and videos <-> android.permission.FLASHLIGHT <-> have full network access <-> change your audio settings <-> control Near Field Communication <-> read the contents of your shared storage <-> read phone status and identity <-> modify or delete the contents of your shared storage <-> 
Altcoin Prices;https://f-droid.org/en/packages/eu.uwot.fabio.altcoinprices/index.html;Cryptocurrencies portfolio tracker monitor prices in real time and much moreData are retrieved directly using exchanges API for maximum privacy;https://f-droid.org/repo/eu.uwot.fabio.altcoinprices_81.apk;This version requires Android 4.0 or newer.;https://gitlab.com/cfabio/AltcoinPrices/tree/HEAD;https://gitlab.com/cfabio/AltcoinPrices/issues;1.7.4;view network connections <-> have full network access <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
piggybudget;https://f-droid.org/en/packages/de.php_tech.piggybudget/index.html;piggybudget is a very simple app to track your expenses In short bulletpoints Its a tiny app that I wrote for myself to keep track of my expenses Theres two buttons1 You received some money you got paid somebody owed you some a2 You spent money You can select one of 13 categories when receiving money You can specify a daily or monthly amount a your apocket moneya This will be added to your account automatically You can select a currency Euro is the default currency There are statistics about how you spend your money Theres a history for viewing your expenses one by one;https://f-droid.org/repo/de.php_tech.piggybudget_25.apk;This version requires Android 4.1 or newer.;https://github.com/pmiddend/piggybudget;https://github.com/pmiddend/piggybudget/issues;2.5;have full network access <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Car Report;https://f-droid.org/en/packages/me.kuehle.carreport/index.html;NOTE App repo is archived by dev It is readonly for all users and it is no longer activelyA maintainedGet an idea of how much your car costs Simply enter the costs after refuelingand get nice reports These areFuel consumptionFuel priceMileageAverage costs of the car per day month and yearAdditional features Simple calculations like how much will 5 liters of fuel cost Manage other incomeexpenses such as repairs and recurring costs such as taxes Synchronize your data with Dropbox Google Drive or WebDAV exportimport data as CSV and make simple backups to SD card Car related reminders like general inspection every year or after 15000 kmPermissionsNetwork access Used to synchronize with DropboxGoogle DriveWebDAV ifenabled Manage acounts Used for synchronization Write to SD card Used toreadwrite backup and CSV exports to SD card Run at startup Used to showreminders after device reboot;https://f-droid.org/repo/me.kuehle.carreport_79.apk;This version requires Android 4.0.3 or newer.;https://bitbucket.org/frigus02/car-report/src;https://bitbucket.org/frigus02/car-report/issues;3.25.0;android.permission.AUTHENTICATE_ACCOUNTS <-> find accounts on the device <-> have full network access <-> android.permission.MANAGE_ACCOUNTS <-> read the contents of your shared storage <-> read sync settings <-> read sync statistics <-> run at startup <-> android.permission.USE_CREDENTIALS <-> modify or delete the contents of your shared storage <-> toggle sync on and off <-> 
Simple Decred Widget;https://f-droid.org/en/packages/com.simpledecredwidget/index.html;A simple widget for viewing Decred exchange rate as well as PoS Ticket pricemining difficulty and more;https://f-droid.org/repo/com.simpledecredwidget_3.apk;This version requires Android 4.2 or newer.;https://github.com/raedahgroup/simple-decred-widget;https://github.com/raedahgroup/simple-decred-widget/issues;3.0;have full network access <-> 
PiGrid Companion;https://f-droid.org/en/packages/de.blocklink.pigrid/index.html;The PiGrid Companion app allows you to find and control your PiGrid devices easily and comfortably via your Smartphone or TabletPiGrid is a platform for Gridcoin currently running on Raspberry Pi Gridcoin is a cryptocurrency that incentivizes the donation of computational power to scientific projects through BOINC Find more information at pigridcom and gridcoinioAntiFeatures NonFreeNet  This app requires a PiGrid device which contains proprietary software;https://f-droid.org/repo/de.blocklink.pigrid_5.apk;This version requires Android 5.0 or newer.;https://github.com/blocklink-it/pigrid-companion-app;https://github.com/blocklink-it/pigrid-companion-app/issues;1.4;view network connections <-> view Wi-Fi connections <-> allow Wi-Fi Multicast reception <-> connect and disconnect from Wi-Fi <-> have full network access <-> 
Rental Calc;https://f-droid.org/en/packages/protect.rentalcalc/index.html;The developer is currently on hiatus from the project Questions and pull requests may not be looked at for some timeAre you interested in investing in real estate and want to rent out homes Notsure how to determine if a property is a good investmentRental Calc helps real estate investors determine if a potential property isworth buying and renting Create a property entry enter a few fields andRental Calc will compute what you need at closing your projected cash flow andvarious returns on your investment;https://f-droid.org/repo/protect.rentalcalc_6.apk;This version requires Android 4.1 or newer.;https://github.com/brarcher/rental-calc;https://github.com/brarcher/rental-calc/issues;0.5.1;take pictures and videos <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Android XMRig Miner;https://f-droid.org/en/packages/org.elijaxapps.androidxmrigminer/index.html;This is a direct port of XMRIG Miner to an APP With thisyou can mine different crypto coins based on the cryptonightalgorithm Please read DISCLAIMER belowSupported Currencies XMR Monero Not tested but should do also ETN SUMO AEON WOW Supported Pools wwwsupportxmrcom  and others If it does not work  Send your suggestions vAa IssueTrackerModes Benchmark Run on my settings Benchmark your phoneearn my some hashes cmon its an ADs free version  Standard Configure your miner to connect to supportedpools Youre welcome to test new pools and open an Issue ifyour favourite does not workDISCLAIMER In case you didnt know using miners coulddamage your hardware There is a Safe Mode activated by defaultand should only be deactivated by experienced users for tweakingreasons By using this app you agree that I am not responsiblefor any posible damage caused to your devices and that you havebeen warned and you are also aware of this;https://f-droid.org/repo/org.elijaxapps.androidxmrigminer_5.apk;This version requires Android 6.0 or newer.;https://github.com/ElijaxApps-org/android-xmrig-miner/;https://github.com/ElijaxApps-org/android-xmrig-miner/issues;1.02;view network connections <-> have full network access <-> prevent phone from sleeping <-> 
Tron Wallet;https://f-droid.org/en/packages/com.eletac.tronwallet/index.html;Tron Wallet is an officially supported multifunctional wallet designed forthe TRON network It gives you the possibility to interact quickly and easilywith your account or to keep your TRX and other account data safe in a coldwallet setup This app offers you one of the safest ways to protect your privatedata;https://f-droid.org/repo/com.eletac.tronwallet_37.apk;This version requires Android 5.0 or newer.;https://github.com/Dryec/tron-wallet-android;https://github.com/Dryec/tron-wallet-android/issues;1.1.8.0;view network connections <-> take pictures and videos <-> have full network access <-> read the contents of your shared storage <-> control vibration <-> modify or delete the contents of your shared storage <-> 
Ellaism Wallet;https://f-droid.org/en/packages/com.outdoordevs.ellaism.wallet/index.html;Ellaism has zero premine and has no mandatory developer fees with all supportand development donated freely by the community We believe this makes our coinone of the most honest pure Ethereum projects and something that is uniquelyinteresting as a platform for serious developers educators and enthusiastsThe Ellaism Wallet is based on a fork of Lunary Ethereum Wallet an open sourcesecure wallet for Android;https://f-droid.org/repo/com.outdoordevs.ellaism.wallet_35.apk;This version requires Android 4.1 or newer.;https://github.com/ellaism/Lunary-Ethereum-Wallet;https://github.com/ellaism/Lunary-Ethereum-Wallet/issues;1.0.5;view network connections <-> view Wi-Fi connections <-> take pictures and videos <-> have full network access <-> read the contents of your shared storage <-> use fingerprint hardware <-> modify or delete the contents of your shared storage <-> 
minedmonero;https://f-droid.org/en/packages/com.vgorcum.minedmonero/index.html;This app is written for monero miners participating in a supported pool You canuse it to track how much youve mined how much has been paid out and how muchis still due both in XMR and a fiat currency of choice;https://f-droid.org/repo/com.vgorcum.minedmonero_2.apk;This version requires Android 4.4 or newer.;https://gitlab.com/mvgorcum/minedmonero;https://gitlab.com/mvgorcum/minedmonero/issues;1.1;have full network access <-> 
Simple Litecoin Widget;https://f-droid.org/en/packages/com.brentpanther.litecoinwidget/index.html;A clean and simple Litecoin widget to show the current price from differentexchanges;https://f-droid.org/repo/com.brentpanther.litecoinwidget_23.apk;This version requires Android 4.2 or newer.;https://github.com/hwki/SimpleBitcoinWidget;https://github.com/hwki/SimpleBitcoinWidget/issues;1.3.1;have full network access <-> prevent phone from sleeping <-> 
Simple Ethereum Widget;https://f-droid.org/en/packages/com.brentpanther.ethereumwidget/index.html;A clean and simple Ethereum widget to show the current price from differentexchanges;https://f-droid.org/repo/com.brentpanther.ethereumwidget_33.apk;This version requires Android 4.2 or newer.;https://github.com/hwki/SimpleBitcoinWidget;https://github.com/hwki/SimpleBitcoinWidget/issues;1.4.1;have full network access <-> prevent phone from sleeping <-> 
Gift Card Guard;https://f-droid.org/en/packages/protect.gift_card_guard/index.html;The developer is currently on hiatus from the project Questions and pull requests may not be looked at for some timeManage gift cards their current values and an image of the most recentreceipt Never forget how much a gift card is worth or be unable to use a giftcard because the proof of its value is lost;https://f-droid.org/repo/protect.gift_card_guard_6.apk;This version requires Android 3.2 or newer.;https://github.com/brarcher/gift-card-guard;https://github.com/brarcher/gift-card-guard/issues;0.4.1;read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Budget;https://f-droid.org/en/packages/com.notriddle.budget/index.html;NOTE App repo is archived by dev It is readonly for all users and it is no longer activelyA maintainedAvoid overdraft fees unexpected shortages the minimum payment treadmill andthat sinking dread when you realize you actually couldnt afford to go outYou put money into the envelopes at payday and take it out as you spend Anenvelope can represent anything a a bank account money set aside for groceriesor the cash youre saving to buy that new Android phone offcontract Think of acheque book only more flexible;https://f-droid.org/repo/com.notriddle.budget_44.apk;This version requires Android 4.0.3 or newer.;https://github.com/notriddle/budget-envelopes;https://github.com/notriddle/budget-envelopes/issues;4.4;read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> 
Paper Wallet;https://f-droid.org/en/packages/ru.valle.btc/index.html;Generates a bitcoin address and corresponding private key in mini formatWrite down the private key and address then send bitcoins to that address Youcan securely and OFFLINE SPEND coins from your paper wallet without revealingyour private key Full instructions withinCheck your balance via blockchaininfo;https://f-droid.org/repo/ru.valle.btc_260.apk;This version requires Android 1.6 or newer.;https://github.com/ValleZ/Paper-Wallet;https://github.com/ValleZ/Paper-Wallet/issues;260;take pictures and videos <-> 
Food Scale Droid;https://f-droid.org/en/packages/tmendes.com.analyticalbalancedroid/index.html;For that time when you go to the market and you buy many small packs ofdifferent weight prices and different weights you end up a bit lostWrite down the PriceKg the weight you are taking for each pack and this appwill give you the final amount that you have to pay;https://f-droid.org/repo/tmendes.com.analyticalbalancedroid_3.apk;This version requires Android 5.0 or newer.;https://gitlab.com/tmendes/FoodScaleDroid;https://gitlab.com/tmendes/FoodScaleDroid/issues;1.2;
