before;after;filename;info;rating1;rating2
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-58-11_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 00-58-11_after.png;2022-01-11 00-58-11;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-02-16_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-02-16_after.png;2022-01-11 01-02-16;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-03-52_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-03-52_after.png;2022-01-11 01-03-52;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-07-32_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-07-32_after.png;2022-01-11 01-07-32;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-09-58_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-09-58_after.png;2022-01-11 01-09-58;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-11-17_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-11-17_after.png;2022-01-11 01-11-17;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-15-04_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-15-04_after.png;2022-01-11 01-15-04;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-16-23_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-16-23_after.png;2022-01-11 01-16-23;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-16-57_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-16-57_after.png;2022-01-11 01-16-57;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-20-03_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-20-03_after.png;2022-01-11 01-20-03;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-21-10_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-21-10_after.png;2022-01-11 01-21-10;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-25-11_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-25-11_after.png;2022-01-11 01-25-11;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-25-52_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-25-52_after.png;2022-01-11 01-25-52;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-26-50_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-26-50_after.png;2022-01-11 01-26-50;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-29-33_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-29-33_after.png;2022-01-11 01-29-33;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-31-40_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-31-40_after.png;2022-01-11 01-31-40;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-34-20_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-34-20_after.png;2022-01-11 01-34-20;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-36-01_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-36-01_after.png;2022-01-11 01-36-01;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-39-40_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-39-40_after.png;2022-01-11 01-39-40;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-40-51_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-40-51_after.png;2022-01-11 01-40-51;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-44-26_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-44-26_after.png;2022-01-11 01-44-26;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-45-17_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-45-17_after.png;2022-01-11 01-45-17;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-47-02_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-47-02_after.png;2022-01-11 01-47-02;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-49-29_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-49-29_after.png;2022-01-11 01-49-29;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-53-23_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-53-23_after.png;2022-01-11 01-53-23;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-58-35_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-58-35_after.png;2022-01-11 01-58-35;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-58-58_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 01-58-58_after.png;2022-01-11 01-58-58;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-03-21_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-03-21_after.png;2022-01-11 02-03-21;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-04-57_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-04-57_after.png;2022-01-11 02-04-57;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-06-50_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-06-50_after.png;2022-01-11 02-06-50;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-07-48_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-07-48_after.png;2022-01-11 02-07-48;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-10-19_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-10-19_after.png;2022-01-11 02-10-19;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-14-20_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-14-20_after.png;2022-01-11 02-14-20;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-15-13_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-15-13_after.png;2022-01-11 02-15-13;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-16-37_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-16-37_after.png;2022-01-11 02-16-37;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-19-31_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-19-31_after.png;2022-01-11 02-19-31;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-20-36_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-20-36_after.png;2022-01-11 02-20-36;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-20-56_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-20-56_after.png;2022-01-11 02-20-56;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-25-06_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-25-06_after.png;2022-01-11 02-25-06;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-29-48_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-29-48_after.png;2022-01-11 02-29-48;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-30-58_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-30-58_after.png;2022-01-11 02-30-58;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-32-17_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-32-17_after.png;2022-01-11 02-32-17;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-33-39_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-33-39_after.png;2022-01-11 02-33-39;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-35-45_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-35-45_after.png;2022-01-11 02-35-45;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-38-17_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-38-17_after.png;2022-01-11 02-38-17;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-41-12_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-41-12_after.png;2022-01-11 02-41-12;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-41-56_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-41-56_after.png;2022-01-11 02-41-56;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-46-13_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-46-13_after.png;2022-01-11 02-46-13;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-50-39_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-50-39_after.png;2022-01-11 02-50-39;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-51-14_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-51-14_after.png;2022-01-11 02-51-14;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-52-15_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-52-15_after.png;2022-01-11 02-52-15;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-58-22_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-58-22_after.png;2022-01-11 02-58-22;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-59-25_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 02-59-25_after.png;2022-01-11 02-59-25;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-00-42_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-00-42_after.png;2022-01-11 03-00-42;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-01-23_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-01-23_after.png;2022-01-11 03-01-23;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-02-04_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-02-04_after.png;2022-01-11 03-02-04;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-03-41_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-03-41_after.png;2022-01-11 03-03-41;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-05-08_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-05-08_after.png;2022-01-11 03-05-08;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-08-31_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-08-31_after.png;2022-01-11 03-08-31;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-08-54_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-08-54_after.png;2022-01-11 03-08-54;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-14-34_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-14-34_after.png;2022-01-11 03-14-34;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-15-22_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-15-22_after.png;2022-01-11 03-15-22;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-16-08_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-16-08_after.png;2022-01-11 03-16-08;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-17-44_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-17-44_after.png;2022-01-11 03-17-44;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-22-20_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-22-20_after.png;2022-01-11 03-22-20;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-24-58_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-24-58_after.png;2022-01-11 03-24-58;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-27-18_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-27-18_after.png;2022-01-11 03-27-18;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-28-26_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-28-26_after.png;2022-01-11 03-28-26;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-29-47_before.png;ch.famoser.mensa_15/dataloss/MensaActivity/2022-01-11 03-29-47_after.png;2022-01-11 03-29-47;Texto do cabeçalho muda após a dupla rotação;Barra de título altera o texto;True Positive
